ticker,ARKG,ARKK,ARKQ,ARKW,ARKX,BUG,DJIA 30,FW-bloom,FW-clean_energy,FW-concrete,FW-cyclicals,FW-earthy,FW-exosphere,FW-techtonic,FW-yosemite,NASDAQ 100,S&P 500,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,total,company,sector,industry,ref_etf
KIM,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,2,Kimco Realty,Real Estate,REIT‚ Retail,XLRE
KLAC,,,,,,,,,,,,,1,1,1,1,1,,,,,,1,,,,,,6,KLA,Technology,Semiconductor Equipment & Materials,XLK
KMB,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,3,Kimberly-Clark,Consumer Defensive,Household & Personal Products,XLP
KMTUY,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Komatsu,#N/A,#N/A,#N/A
KMX,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,CarMax,Consumer Cyclical,Auto & Truck Dealerships,XLY
KO,,,,,,,1,,,,,,,,1,,1,,,,,,,1,,,,,4,Coca-Cola,Consumer Defensive,Beverages‚ Non-Alcoholic,XLP
KPTI,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Karyopharm Therapeutics,Healthcare,Biotechnology,XLV
KRBN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,KraneShares Global Carbon ETF,Technology,0,XLK
KRC,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,Kilroy Realty,Real Estate,REIT‚ Office,XLRE
KSU,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,2,Kansas City Southern,Industrials,Railroads,XLI
KTOS,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,Kratos Defense & Security,Industrials,Aerospace & Defense,XLI
KWR,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,Quaker Chemical,Basic Materials,Specialty Chemicals,XLB
L,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,Loews,Financial Services,Insurance‚ Property & Casualty,XLF
LB,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,L Brands,Consumer Cyclical,Apparel Retail,XLY
LC,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,LendingClub,Financial Services,Credit Services,XLF
LDOS,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,3,Leidos Holdings,Technology,Information Technology Services,XLK
LEG,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,Leggett & Platt,Consumer Cyclical,"Furnishings, Fixtures & Appliances",XLY
LEN,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,3,Lennar,Consumer Cyclical,Residential Construction,XLY
LH,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,3,Laboratory Corp,Healthcare,Diagnostics & Research,XLV
LHX,,,,,1,,,1,,,,,,,1,,1,,,,,1,,,,,,,5,L3Harris Technologies,Industrials,Aerospace & Defense,XLI
LII,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,Lennox International,Industrials,Specialty Industrial Machinery,XLI
LIN,,,,,,,,1,1,,,1,,,,,1,1,,,,,,,,,,,5,Linde,Basic Materials,Specialty Chemicals,XLB
LITE,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,Lumentum Holdings,Technology,Communication Equipment,XLK
LKQ,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,LKQ,Consumer Cyclical,Auto Parts,XLY
LLY,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,1,,4,Eli Lilly,Healthcare,Drug Manufacturers‚ General,XLV
LMAT,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,LeMaitre Vascular,Healthcare,Medical Instruments & Supplies,XLV
LMT,,,1,,1,,,1,,,,,,,1,,1,,,,,1,,,,,,,6,Lockheed Martin,Industrials,Aerospace & Defense,XLI
LNC,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,Lincoln National,Financial Services,Insurance‚ Life,XLF
LNN,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,Lindsay,Industrials,Farm & Heavy Construction Machinery,XLI
LNT,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,3,Alliant Energy,Utilities,Utilities‚ Regulated Electric,XLU
LOGI,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,Logitech International,Technology,Computer Hardware,XLK
LOW,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,1,4,Lowe's Companies,Consumer Cyclical,Home Improvement Retail,XLY
LPX,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,Louisiana-Pacific,Industrials,Building Products & Equipment,XLI
LRCX,,,,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,4,Lam Research,Technology,Semiconductor Equipment & Materials,XLK
LSI,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,3,Life Storage,Real Estate,REIT‚ Industrial,XLRE
LTC,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,LTC Properties,Real Estate,REIT‚ Healthcare Facilities,XLRE
LULU,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,2,Lululemon Athletica,Consumer Cyclical,Apparel Retail,XLY
LUMN,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,Lumen Technologies,Communication Services,Telecom Services,XLC
LUV,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,2,Southwest Airlines,Industrials,Airlines,XLI
LVS,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,Las Vegas Sands,Consumer Cyclical,Resorts & Casinos,XLY
LW,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,2,Lamb Weston Hldgs,Consumer Defensive,Packaged Foods,XLP
LYB,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,LyondellBasell Industries,Basic Materials,Specialty Chemicals,XLB
LYV,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,Live Nation Entertainment,Communication Services,Entertainment,XLC
LZB,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,La-Z-Boy,Consumer Cyclical,"Furnishings, Fixtures & Appliances",XLY
MA,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,3,Mastercard,Financial Services,Credit Services,XLF
MAA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,2,Mid-America Apartment,Real Estate,REIT‚ Residential,XLRE
MANT,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Mantech Intl,Technology,Software‚ Application,XLK
MAS,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,2,Masco,Industrials,Building Products & Equipment,XLI
MASI,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,Masimo,Healthcare,Medical Instruments & Supplies,XLV
MASS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,908 Devices,Healthcare,Medical Devices,XLV
MCD,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,3,McDonald's,Consumer Cyclical,Restaurants,XLY
MCHP,,,,,,,,,1,,,,,,,1,1,,,,,,1,,,,,,4,Microchip Technology,Technology,Semiconductors,XLK
MCK,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,2,McKesson,Healthcare,Medical Distribution,XLV
MCO,,,,,,,,1,,,,,,,1,,1,,,,1,,,,,,,,4,Moody's,Financial Services,Financial Data & Stock Exchanges,XLF
MCRB,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Seres Therapeutics,Healthcare,Biotechnology,XLV
MDB,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,MongoDB,Technology,Software‚ Infrastructure,XLK
MDLZ,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,3,Mondelez International,Consumer Defensive,Confectioners,XLP
MDT,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,2,Medtronic,Healthcare,Medical Devices,XLV
MDU,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,MDU Resources Gr,Basic Materials,Building Materials,XLB
MED,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,2,Medifast,Consumer Cyclical,Personal Services,XLY
MELI,,,,1,,,,,,,1,,1,1,,1,,,,,,,,,,,,,6,MercadoLibre,Consumer Cyclical,Internet Retail,XLY
MET,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,MetLife,Financial Services,Insurance‚ Life,XLF
MGA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Magna International,Consumer Cyclical,Auto Parts,XLY
MGM,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,MGM Resorts Intl,Consumer Cyclical,Resorts & Casinos,XLY
MHK,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,Mohawk Industries,Consumer Cyclical,"Furnishings, Fixtures & Appliances",XLY
MIME,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,Mimecast,Technology,Software‚ Infrastructure,XLK
MKC,,,,,,,,1,,,,,,,1,,1,,,,,,,1,,,,,4,McCormick & Co,Consumer Defensive,Packaged Foods,XLP
MKSI,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,MKS Instruments,Technology,Scientific & Technical Instruments,XLK
MKTX,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,4,MarketAxess Holdings,Financial Services,Capital Markets,XLF
MLM,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,3,Martin Marietta Materials,Basic Materials,Building Materials,XLB
MMC,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,3,Marsh & McLennan,Financial Services,Insurance Brokers,XLF
MMM,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,3,3M,Industrials,Specialty Industrial Machinery,XLI
MNR,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,Monmouth Real Estate,Real Estate,REIT‚ Industrial,XLRE
MNST,,,,,,,,1,,,,,,,,1,1,,,,,,,1,,,,,4,Monster Beverage,Consumer Defensive,Beverages‚ Non-Alcoholic,XLP
MO,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,2,Altria Group,Consumer Defensive,Tobacco,XLP
MOS,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,Mosaic,Basic Materials,Agricultural Inputs,XLB
MPC,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,XLE
MPW,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,3,Medical Properties Trust,Real Estate,REIT‚ Healthcare Facilities,XLRE
MPWR,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,4,Monolithic Power Systems,Technology,Semiconductors,XLK
MRK,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,,4,Merck & Co,Healthcare,Drug Manufacturers‚ General,XLV
MRNA,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,Moderna,Healthcare,Biotechnology,XLV
MRO,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,3,Marathon Oil,Energy,Oil & Gas E&P,XLE
MRVL,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,Marvell Technology,Technology,Semiconductors,XLK
MS,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,Morgan Stanley,Financial Services,Capital Markets,XLF
MSCI,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,MSCI,Financial Services,Financial Data & Stock Exchanges,XLF
MSFT,,,,,,,1,,,,,,1,1,1,1,1,,,,,,1,,,,,,7,Microsoft,Technology,Software‚ Infrastructure,XLK
MSI,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,Motorola Solutions,Technology,Communication Equipment,XLK
MTB,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,M&T Bank,Financial Services,Banks‚ Regional,XLF
MTCH,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,Match Group,Communication Services,Internet Content & Information,XLC
MTD,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,3,Mettler-Toledo Intl,Healthcare,Diagnostics & Research,XLV
MTH,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,Meritage Homes,Consumer Cyclical,Residential Construction,XLY
MTLS,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,Materialise,Technology,Software‚ Application,XLK
MU,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,3,Micron Technology,Technology,Semiconductors,XLK
MWA,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,Mueller Water Products,Industrials,Specialty Industrial Machinery,XLI
MXIM,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,3,Maxim Integrated Products,Technology,Semiconductors,XLK
NBIX,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Neurocrine Biosciences,Healthcare,Biotechnology,XLV
NCLH,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,Norwegian Cruise Line,Consumer Cyclical,Travel Services,XLY
NDAQ,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,Nasdaq,Financial Services,Financial Data & Stock Exchanges,XLF
NDSN,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,Nordson,Industrials,Specialty Industrial Machinery,XLI
NEE,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,3,NextEra Energy,Utilities,Utilities‚ Regulated Electric,XLU
NEM,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,Newmont,Basic Materials,Gold,XLB
NEOG,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,Neogen,Healthcare,Diagnostics & Research,XLV
NEP,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,NextEra Energy Partners,Utilities,Utilities‚ Renewable,XLU
NET,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Cloudflare,Technology,Software‚ Infrastructure,XLK
NFLX,,,,1,1,,,,,,,,1,,,1,1,,1,,,,,,,,,,6,Netflix,Communication Services,Entertainment,XLC
NHI,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,3,National Health Investors,Real Estate,REIT‚ Healthcare Facilities,XLRE
NI,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,NiSource,Utilities,Utilities‚ Regulated Gas,XLU
NICE,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,NICE,Technology,Software‚ Application,XLK
NIO,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,NIO,Consumer Cyclical,Auto Manufacturers,XLY
NIU,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Niu Technologies,Consumer Cyclical,Auto Manufacturers,XLY
NKE,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,3,Nike,Consumer Cyclical,Footwear & Accessories,XLY
NLOK,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,3,NortonLifeLock,Technology,Software‚ Infrastructure,XLK
NLSN,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,2,Nielsen Holdings,Industrials,Consulting Services,XLI
NNDM,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,Nano Dimension,Technology,Computer Hardware,XLK
NOC,,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,4,Northrop Grumman,Industrials,Aerospace & Defense,XLI
NOMD,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,Nomad Foods,Consumer Defensive,Packaged Foods,XLP
NOVA,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,Sunnova Energy Intl,Technology,Solar,XLK
NOW,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,3,ServiceNow,Technology,Software‚ Application,XLK
NRDXF,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,Nordex,#N/A,#N/A,#N/A
NSA,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,2,National Storage,Real Estate,REIT‚ Industrial,XLRE
NSC,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,2,Norfolk Southern,Industrials,Railroads,XLI
NSP,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,Insperity,Industrials,Staffing & Employment Services,XLI
NSTG,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NanoString Technologies,Healthcare,Medical Instruments & Supplies,XLV
NTAP,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,NetApp,Technology,Computer Hardware,XLK
NTDOY,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,Nintendo Co,#N/A,#N/A,#N/A
NTLA,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,Intellia Therapeutics,Healthcare,Biotechnology,XLV
NTRS,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,Northern Trust,Financial Services,Asset Management,XLF
NUE,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,Nucor,Basic Materials,Steel,XLB
NVAX,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Novavax,Healthcare,Biotechnology,XLV
NVDA,,,1,,1,,,,,,,,1,1,,1,1,,,,,,1,,,,,,7,NVIDIA,Technology,Semiconductors,XLK
NVR,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,3,NVR,Consumer Cyclical,Residential Construction,XLY
NVS,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Novartis,Healthcare,Drug Manufacturers‚ General,XLV
NVTA,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,Invitae,Healthcare,Diagnostics & Research,XLV
NWL,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,Newell Brands,Consumer Defensive,Household & Personal Products,XLP
NWS,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,News,Communication Services,Broadcasting,XLC
NWSA,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,News,Communication Services,Broadcasting,XLC
NXPI,,,1,,,,,,,,,,,,,1,1,,,,,,1,,,,,,4,NXP Semiconductors,Technology,Semiconductors,XLK
O,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,3,Realty Income,Real Estate,REIT‚ Retail,XLRE
OCUL,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Ocular Therapeutix,Healthcare,Biotechnology,XLV
ODFL,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,2,Old Dominion Freight Line,Industrials,Trucking,XLI
OEZVF,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,Verbund,#N/A,#N/A,#N/A
OHI,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,Omega Healthcare,Real Estate,REIT‚ Healthcare Facilities,XLRE
OKE,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,ONEOK,Energy,Oil & Gas Midstream,XLE
OKTA,,,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,4,Okta,Technology,Software‚ Infrastructure,XLK
OLLI,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,Ollie's Bargain Outlet,Consumer Defensive,Discount Stores,XLP
OMC,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,Omnicom Group,Communication Services,Advertising Agencies,XLC
ON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,ON Semiconductor,Technology,Semiconductors,XLK
ONEM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1Life Healthcare,Healthcare,Health Information Services,XLV
ONTO,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Onto Innovation,Technology,Semiconductors,XLK
ONVO,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,Organovo Holdings,Healthcare,Diagnostics & Research,XLV
OPEN,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,Opendoor Technologies,Real Estate,Real Estate Services,XLRE
ORA,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,Ormat Technologies,Utilities,Utilities‚ Renewable,XLU
ORCL,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,Oracle,Technology,Software‚ Infrastructure,XLK
ORLY,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,1,4,O'Reilly Automotive,Consumer Cyclical,Specialty Retail,XLY
OSPN,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,OneSpan,#N/A,#N/A,#N/A
OXY,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,Occidental Petroleum,Energy,Oil & Gas E&P,XLE
PAA,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,Plains All American,Energy,Oil & Gas Midstream,XLE
PACB,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Pacific Biosciences,Healthcare,Diagnostics & Research,XLV
PANW,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,Palo Alto Networks,#N/A,#N/A,#N/A
PAYC,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,4,Paycom Software,Technology,Software‚ Application,XLK
PAYX,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,3,Paychex,Industrials,Staffing & Employment Services,XLI
PBCT,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,People's United Finl,Financial Services,Banks‚ Regional,XLF
PCAR,,,1,,,,,,,,1,,,,,1,1,,,,,1,,,,,,,5,PACCAR,Industrials,Farm & Heavy Construction Machinery,XLI
PCELF,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,PowerCell Sweden,#N/A,#N/A,#N/A
PCTY,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Paylocity Holding,Technology,Software‚ Application,XLK
PD,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,PagerDuty,Technology,Software‚ Application,XLK
PDD,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,3,Pinduoduo,Consumer Cyclical,Internet Retail,XLY
PEAK,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,2,Healthpeak Properties,Real Estate,REIT‚ Healthcare Facilities,XLRE
PEG,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,Public Service Enterprise,Utilities,Utilities‚ Diversified,XLU
PENN,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,Penn National Gaming,Consumer Cyclical,Resorts & Casinos,XLY
PEP,,,,,,,,1,,,,,,,1,1,1,,,,,,,1,,,,,5,PepsiCo,Consumer Defensive,Beverages‚ Non-Alcoholic,XLP
PFE,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,3,Pfizer,Healthcare,Drug Manufacturers‚ General,XLV
PFG,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,Principal Financial Gr,Financial Services,Insurance‚ Diversified,XLF
PFPT,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,Proofpoint,#N/A,#N/A,#N/A
PGR,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,Progressive,Financial Services,Insurance‚ Property & Casualty,XLF
PGTI,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,PGT Innovations,Industrials,Building Products & Equipment,XLI
PH,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,2,Parker Hannifin,Industrials,Specialty Industrial Machinery,XLI
PHM,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,PulteGroup,Consumer Cyclical,Residential Construction,XLY
PING,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,Ping Identity Holding,#N/A,#N/A,#N/A
PKG,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,3,Packaging Corp of America,Consumer Cyclical,Packaging & Containers,XLY
PKI,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,1,,4,PerkinElmer,Healthcare,Diagnostics & Research,XLV
PLD,,,,,,,,1,,1,1,,,,1,,1,,,,,,,,1,,,,6,Prologis,Real Estate,REIT‚ Industrial,XLRE
PLTR,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,Palantir Technologies,Technology,Software‚ Infrastructure,XLK
PLUG,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,Plug Power,Industrials,Electrical Equipment & Parts,XLI
PM,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,2,Philip Morris Intl,Consumer Defensive,Tobacco,XLP
PNC,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,PNC Financial Services Gr,Financial Services,Banks‚ Regional,XLF
PNR,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,2,Pentair,Industrials,Specialty Industrial Machinery,XLI
PNW,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,Pinnacle West Capital,Utilities,Utilities‚ Regulated Electric,XLU
PODD,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Insulet,Healthcare,Medical Devices,XLV
POOL,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,Pool,Consumer Cyclical,Leisure,XLY
PPG,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,3,PPG Industries,Basic Materials,Specialty Chemicals,XLB
PPL,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,PPL,Utilities,Utilities‚ Regulated Electric,XLU
PRGO,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,2,Perrigo,Healthcare,Drug Manufacturers‚ Specialty & Generic,XLV
PRGS,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Progress Software,Technology,Software‚ Application,XLK
PRLB,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,Proto Labs,Industrials,Metal Fabrication,XLI
PRU,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,Prudential Financial,Financial Services,Insurance‚ Life,XLF
PSA,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,3,Public Storage,Real Estate,REIT‚ Industrial,XLRE
PSB,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2,PS Business Parks,Real Estate,REIT‚ Diversified,XLRE
PSNL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Personalis,Healthcare,Diagnostics & Research,XLV
PSTG,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,Pure Storage,Technology,Computer Hardware,XLK
PSTI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Pluristem Therapeutics,Healthcare,Biotechnology,XLV
PSX,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,Phillips 66,Energy,Oil & Gas Refining & Marketing,XLE
PTC,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,PTC,Technology,Software‚ Application,XLK
PTCT,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,PTC Therapeutics,Healthcare,Biotechnology,XLV
PTON,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,2,Peloton Interactive,Consumer Cyclical,Leisure,XLY
PVH,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,PVH,Consumer Cyclical,Apparel Manufacturing,XLY
PWR,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,3,Quanta Services,Industrials,Engineering & Construction,XLI
PXD,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,Pioneer Natural Resources,Energy,Oil & Gas E&P,XLE
PYPL,,,,1,,,,,,,,,1,,,1,1,,,,,,1,,,,,,6,PayPal Holdings,Financial Services,Credit Services,XLF
QCOM,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,,,4,Qualcomm,Technology,Semiconductors,XLK
QDEL,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,Quidel,Healthcare,Diagnostics & Research,XLV
QLYS,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,Qualys,Technology,Software‚ Infrastructure,XLK
QRVO,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,3,Qorvo,Technology,Semiconductors,XLK
QTS,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,2,QTS Realty Trust,Real Estate,REIT‚ Industrial,XLRE
QTWO,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Q2 Holdings,Technology,Software‚ Application,XLK
